trial 0 t0 lA False rA False pd1 0 pd2 0 eo1 0 eo2 0 pp1 (0.0, 0.0) pp2 (0.0, 0.0) gd1 (0.0, 0.0, 0.0) gd2 (0.0, 0.0, 0.0) go1 (0.0, 0.0, 0.0) go2 (0.0, 0.0, 0.0)
trial 9 t196.9811 lA True rA True pd1 3.288284 pd2 3.662643 eo1 0.9170929 eo2 0.96616 pp1 (0.5, 0.5) pp2 (0.4, 0.4) gd1 (-0.1, 0.1, 1.0) gd2 (0.1, 0.1, 1.0) go1 (33.5, 2.6, -29.4) go2 (-28.7, 3.6, -27.5)
trial 9 t197.0038 lA True rA True pd1 3.526672 pd2 3.93074 eo1 0.7646546 eo2 0.7841043 pp1 (0.5, 0.5) pp2 (0.4, 0.4) gd1 (-0.1, 0.1, 1.0) gd2 (0.1, 0.1, 1.0) go1 (33.4, 2.6, -29.4) go2 (-28.7, 3.7, -27.5)
trial 9 t197.0262 lA True rA True pd1 2.77919 pd2 4.024673 eo1 0 eo2 0.02603916 pp1 (0.5, 0.5) pp2 (0.4, 0.4) gd1 (-0.1, 0.0, 1.0) gd2 (0.1, 0.1, 1.0) go1 (33.4, 2.8, -29.7) go2 (-28.8, 3.9, -28.2)
trial 9 t197.0487 lA False rA True pd1 -1 pd2 1.895248 eo1 0 eo2 0 pp1 (0.5, 0.6) pp2 (0.4, 0.5) gd1 (0.0, 0.0, 0.0) gd2 (0.0, 0.0, 1.0) go1 (0.0, 0.0, 0.0) go2 (-29.0, 7.3, -45.2)
trial 9 t197.0713 lA False rA False pd1 -1 pd2 -1 eo1 0 eo2 0 pp1 (-1.0, -1.0) pp2 (-1.0, -1.0) gd1 (0.0, 0.0, 0.0) gd2 (0.0, 0.0, 0.0) go1 (0.0, 0.0, 0.0) go2 (0.0, 0.0, 0.0)
trial 9 t197.0933 lA False rA False pd1 -1 pd2 -1 eo1 0 eo2 0 pp1 (-1.0, -1.0) pp2 (-1.0, -1.0) gd1 (0.0, 0.0, 0.0) gd2 (0.0, 0.0, 0.0) go1 (0.0, 0.0, 0.0) go2 (0.0, 0.0, 0.0)
trial 9 t197.1156 lA False rA False pd1 -1 pd2 -1 eo1 0 eo2 0 pp1 (-1.0, -1.0) pp2 (-1.0, -1.0) gd1 (0.0, 0.0, 0.0) gd2 (0.0, 0.0, 0.0) go1 (0.0, 0.0, 0.0) go2 (0.0, 0.0, 0.0)
trial 9 t197.1371 lA False rA False pd1 -1 pd2 -1 eo1 0 eo2 0 pp1 (-1.0, -1.0) pp2 (-1.0, -1.0) gd1 (0.0, 0.0, 0.0) gd2 (0.0, 0.0, 0.0) go1 (0.0, 0.0, 0.0) go2 (0.0, 0.0, 0.0)
trial 9 t197.1593 lA False rA False pd1 -1 pd2 -1 eo1 0 eo2 0 pp1 (-1.0, -1.0) pp2 (-1.0, -1.0) gd1 (0.0, 0.0, 0.0) gd2 (0.0, 0.0, 0.0) go1 (0.0, 0.0, 0.0) go2 (0.0, 0.0, 0.0)
trial 9 t197.193 lA False rA False pd1 -1 pd2 -1 eo1 0 eo2 0 pp1 (-1.0, -1.0) pp2 (-1.0, -1.0) gd1 (0.0, 0.0, 0.0) gd2 (0.0, 0.0, 0.0) go1 (0.0, 0.0, 0.0) go2 (0.0, 0.0, 0.0)
trial 9 t197.2154 lA False rA False pd1 -1 pd2 -1 eo1 0 eo2 0 pp1 (-1.0, -1.0) pp2 (-1.0, -1.0) gd1 (0.0, 0.0, 0.0) gd2 (0.0, 0.0, 0.0) go1 (0.0, 0.0, 0.0) go2 (0.0, 0.0, 0.0)
trial 9 t197.2375 lA False rA False pd1 -1 pd2 -1 eo1 0 eo2 0 pp1 (-1.0, -1.0) pp2 (-1.0, -1.0) gd1 (0.0, 0.0, 0.0) gd2 (0.0, 0.0, 0.0) go1 (0.0, 0.0, 0.0) go2 (0.0, 0.0, 0.0)
trial 9 t197.2592 lA False rA False pd1 -1 pd2 -1 eo1 0 eo2 0 pp1 (-1.0, -1.0) pp2 (-1.0, -1.0) gd1 (0.0, 0.0, 0.0) gd2 (0.0, 0.0, 0.0) go1 (0.0, 0.0, 0.0) go2 (0.0, 0.0, 0.0)
trial 9 t197.2812 lA False rA False pd1 -1 pd2 -1 eo1 0.08810356 eo2 0.4831717 pp1 (-1.0, -1.0) pp2 (-1.0, -1.0) gd1 (0.0, 0.0, 0.0) gd2 (0.0, 0.0, 0.0) go1 (0.0, 0.0, 0.0) go2 (0.0, 0.0, 0.0)
trial 9 t197.3039 lA False rA False pd1 -1 pd2 -1 eo1 0.4905249 eo2 0.4688394 pp1 (-1.0, -1.0) pp2 (0.4, 0.5) gd1 (0.0, 0.0, 0.0) gd2 (0.0, 0.0, 0.0) go1 (0.0, 0.0, 0.0) go2 (0.0, 0.0, 0.0)
trial 9 t197.3256 lA True rA True pd1 2.5793 pd2 3.87793 eo1 0.773433 eo2 0.6712913 pp1 (0.5, 0.5) pp2 (0.4, 0.4) gd1 (-0.1, -0.1, 1.0) gd2 (0.0, 0.0, 1.0) go1 (33.4, 2.5, -29.3) go2 (-28.9, 3.6, -27.6)
trial 9 t197.3476 lA True rA True pd1 3.404999 pd2 3.708008 eo1 0.8826269 eo2 0.7598031 pp1 (0.5, 0.5) pp2 (0.4, 0.5) gd1 (-0.1, 0.0, 1.0) gd2 (0.1, 0.0, 1.0) go1 (33.3, 2.4, -29.3) go2 (-28.9, 3.8, -28.7)
trial 9 t197.3702 lA True rA True pd1 3.043427 pd2 4.148499 eo1 0.9527742 eo2 0.8193352 pp1 (0.5, 0.5) pp2 (0.4, 0.4) gd1 (-0.1, -0.1, 1.0) gd2 (0.0, 0.1, 1.0) go1 (33.3, 2.3, -29.4) go2 (-28.9, 3.4, -27.6)
trial 9 t197.3916 lA True rA True pd1 3.074295 pd2 3.777603 eo1 1 eo2 0.9069622 pp1 (0.5, 0.5) pp2 (0.4, 0.5) gd1 (-0.1, 0.0, 1.0) gd2 (0.1, 0.0, 1.0) go1 (33.3, 2.3, -29.4) go2 (-28.9, 3.4, -27.5)
trial 9 t197.4138 lA True rA True pd1 2.997406 pd2 3.67955 eo1 1 eo2 0.963783 pp1 (0.5, 0.5) pp2 (0.4, 0.5) gd1 (-0.1, 0.0, 1.0) gd2 (0.1, 0.0, 1.0) go1 (33.3, 2.2, -29.4) go2 (-28.9, 3.4, -27.8)
trial 9 t197.4362 lA True rA True pd1 3.251511 pd2 3.851379 eo1 1 eo2 1 pp1 (0.5, 0.5) pp2 (0.4, 0.4) gd1 (-0.1, 0.0, 1.0) gd2 (0.0, 0.1, 1.0) go1 (33.3, 2.2, -29.2) go2 (-28.9, 3.4, -27.6)
trial 9 t197.4586 lA True rA True pd1 3.18602 pd2 3.711746 eo1 1 eo2 1 pp1 (0.5, 0.5) pp2 (0.4, 0.4) gd1 (-0.1, 0.0, 1.0) gd2 (0.0, 0.1, 1.0) go1 (33.2, 2.2, -29.3) go2 (-29.0, 3.3, -27.2)
trial 9 t197.4809 lA True rA True pd1 3.180603 pd2 3.797318 eo1 1 eo2 1 pp1 (0.5, 0.5) pp2 (0.4, 0.4) gd1 (-0.1, 0.0, 1.0) gd2 (0.0, 0.1, 1.0) go1 (33.2, 2.2, -29.3) go2 (-29.0, 3.4, -27.5)
trial 9 t197.5035 lA True rA True pd1 3.174606 pd2 3.776474 eo1 1 eo2 1 pp1 (0.5, 0.5) pp2 (0.4, 0.4) gd1 (-0.1, 0.0, 1.0) gd2 (0.0, 0.0, 1.0) go1 (33.2, 2.2, -29.3) go2 (-29.0, 3.4, -27.6)
trial 9 t197.5368 lA True rA True pd1 3.3013 pd2 3.781021 eo1 1 eo2 1 pp1 (0.5, 0.5) pp2 (0.4, 0.4) gd1 (-0.1, 0.0, 1.0) gd2 (0.0, 0.0, 1.0) go1 (33.2, 2.2, -29.3) go2 (-29.0, 3.4, -27.4)
trial 9 t197.559 lA True rA True pd1 3.35173 pd2 3.641647 eo1 1 eo2 1 pp1 (0.5, 0.5) pp2 (0.4, 0.4) gd1 (-0.1, 0.0, 1.0) gd2 (0.0, 0.0, 1.0) go1 (33.2, 2.2, -29.3) go2 (-29.0, 3.4, -27.4)
trial 9 t197.5815 lA True rA True pd1 3.399384 pd2 3.694717 eo1 1 eo2 1 pp1 (0.5, 0.5) pp2 (0.4, 0.5) gd1 (-0.1, 0.0, 1.0) gd2 (0.0, 0.0, 1.0) go1 (33.2, 2.2, -29.3) go2 (-29.0, 3.3, -27.4)
trial 9 t197.6034 lA True rA True pd1 3.409424 pd2 3.719315 eo1 1 eo2 1 pp1 (0.5, 0.5) pp2 (0.4, 0.5) gd1 (-0.1, 0.0, 1.0) gd2 (0.0, 0.0, 1.0) go1 (33.2, 2.2, -29.3) go2 (-29.0, 3.3, -27.4)
trial 9 t197.6257 lA True rA True pd1 3.409256 pd2 3.687256 eo1 1 eo2 1 pp1 (0.5, 0.5) pp2 (0.4, 0.5) gd1 (-0.1, 0.0, 1.0) gd2 (0.0, 0.0, 1.0) go1 (33.2, 2.2, -29.3) go2 (-29.0, 3.3, -27.4)
trial 9 t197.6478 lA True rA True pd1 3.40683 pd2 3.687271 eo1 1 eo2 1 pp1 (0.5, 0.5) pp2 (0.4, 0.5) gd1 (-0.1, 0.0, 1.0) gd2 (0.0, 0.0, 1.0) go1 (33.2, 2.2, -29.3) go2 (-29.0, 3.3, -27.4)
trial 9 t197.6697 lA True rA True pd1 3.407654 pd2 3.701508 eo1 1 eo2 1 pp1 (0.5, 0.5) pp2 (0.4, 0.5) gd1 (-0.1, 0.0, 1.0) gd2 (0.0, 0.0, 1.0) go1 (33.2, 2.2, -29.3) go2 (-29.0, 3.3, -27.4)
trial 9 t197.6921 lA True rA True pd1 3.407639 pd2 3.701614 eo1 1 eo2 1 pp1 (0.5, 0.5) pp2 (0.4, 0.5) gd1 (-0.1, 0.0, 1.0) gd2 (0.0, 0.0, 1.0) go1 (33.2, 2.2, -29.3) go2 (-29.0, 3.3, -27.4)
trial 9 t197.7139 lA True rA True pd1 3.408691 pd2 3.688034 eo1 1 eo2 1 pp1 (0.5, 0.5) pp2 (0.4, 0.5) gd1 (-0.1, 0.0, 1.0) gd2 (0.0, 0.0, 1.0) go1 (33.2, 2.2, -29.3) go2 (-29.0, 3.3, -27.4)
trial 9 t197.7362 lA True rA True pd1 3.2771 pd2 3.650177 eo1 0.9779508 eo2 1 pp1 (0.5, 0.5) pp2 (0.4, 0.5) gd1 (-0.1, 0.0, 1.0) gd2 (0.0, 0.0, 1.0) go1 (33.3, 2.2, -29.1) go2 (-29.0, 3.3, -27.4)
trial 9 t197.7582 lA True rA True pd1 2.972031 pd2 3.584259 eo1 0.7482038 eo2 0.7769103 pp1 (0.5, 0.5) pp2 (0.4, 0.5) gd1 (-0.1, 0.0, 1.0) gd2 (0.1, 0.1, 1.0) go1 (33.4, 2.3, -29.4) go2 (-28.8, 3.2, -27.1)
trial 9 t197.7809 lA True rA True pd1 3.163681 pd2 3.73349 eo1 0 eo2 0 pp1 (0.5, 0.5) pp2 (0.4, 0.4) gd1 (-0.1, 0.0, 1.0) gd2 (0.0, 0.1, 1.0) go1 (33.4, 2.4, -29.5) go2 (-28.8, 3.5, -28.0)
trial 9 t197.803 lA False rA False pd1 -1 pd2 -1 eo1 0 eo2 0 pp1 (-1.0, -1.0) pp2 (0.5, 0.6) gd1 (0.0, 0.0, 0.0) gd2 (0.0, 0.0, 0.0) go1 (0.0, 0.0, 0.0) go2 (0.0, 0.0, 0.0)
trial 9 t197.8252 lA False rA False pd1 -1 pd2 -1 eo1 0 eo2 0 pp1 (-1.0, -1.0) pp2 (-1.0, -1.0) gd1 (0.0, 0.0, 0.0) gd2 (0.0, 0.0, 0.0) go1 (0.0, 0.0, 0.0) go2 (0.0, 0.0, 0.0)
trial 9 t197.8479 lA False rA False pd1 -1 pd2 -1 eo1 0 eo2 0 pp1 (-1.0, -1.0) pp2 (-1.0, -1.0) gd1 (0.0, 0.0, 0.0) gd2 (0.0, 0.0, 0.0) go1 (0.0, 0.0, 0.0) go2 (0.0, 0.0, 0.0)
trial 9 t197.87 lA False rA False pd1 -1 pd2 -1 eo1 0 eo2 0 pp1 (-1.0, -1.0) pp2 (-1.0, -1.0) gd1 (0.0, 0.0, 0.0) gd2 (0.0, 0.0, 0.0) go1 (0.0, 0.0, 0.0) go2 (0.0, 0.0, 0.0)
trial 9 t197.9028 lA False rA False pd1 -1 pd2 -1 eo1 0.1304606 eo2 0.3545155 pp1 (-1.0, -1.0) pp2 (-1.0, -1.0) gd1 (0.0, 0.0, 0.0) gd2 (0.0, 0.0, 0.0) go1 (0.0, 0.0, 0.0) go2 (0.0, 0.0, 0.0)
trial 9 t197.9252 lA False rA False pd1 -1 pd2 -1 eo1 0.5375507 eo2 0.524068 pp1 (0.5, 0.6) pp2 (0.5, 0.5) gd1 (0.0, 0.0, 0.0) gd2 (0.0, 0.0, 0.0) go1 (0.0, 0.0, 0.0) go2 (0.0, 0.0, 0.0)
trial 9 t197.9475 lA True rA True pd1 2.849884 pd2 3.495743 eo1 0.7863222 eo2 0.692377 pp1 (0.5, 0.6) pp2 (0.4, 0.4) gd1 (0.0, -0.2, 1.0) gd2 (0.0, 0.1, 1.0) go1 (33.5, 6.3, -45.3) go2 (-28.4, 4.1, -28.0)
trial 9 t197.9697 lA True rA True pd1 2.991974 pd2 3.254913 eo1 1 eo2 0.9739628 pp1 (0.5, 0.5) pp2 (0.4, 0.4) gd1 (0.0, 0.1, 1.0) gd2 (0.1, 0.1, 1.0) go1 (33.5, 2.7, -29.9) go2 (-28.7, 3.9, -28.3)
trial 9 t197.9921 lA True rA True pd1 3.067108 pd2 3.25827 eo1 1 eo2 1 pp1 (0.5, 0.5) pp2 (0.4, 0.4) gd1 (0.0, 0.1, 1.0) gd2 (0.1, 0.1, 1.0) go1 (33.5, 2.5, -29.7) go2 (-28.7, 3.6, -28.2)
trial 9 t198.0147 lA True rA True pd1 2.767639 pd2 3.447342 eo1 1 eo2 1 pp1 (0.5, 0.5) pp2 (0.4, 0.4) gd1 (-0.1, 0.1, 1.0) gd2 (0.1, 0.1, 1.0) go1 (33.4, 2.5, -29.3) go2 (-28.7, 3.6, -27.7)
trial 9 t198.0367 lA True rA True pd1 2.868073 pd2 3.310425 eo1 1 eo2 1 pp1 (0.5, 0.5) pp2 (0.4, 0.4) gd1 (0.0, 0.1, 1.0) gd2 (0.1, 0.1, 1.0) go1 (33.4, 2.7, -29.2) go2 (-28.7, 3.9, -27.9)
trial 9 t198.0586 lA True rA True pd1 2.57048 pd2 3.22403 eo1 1 eo2 1 pp1 (0.5, 0.5) pp2 (0.4, 0.4) gd1 (0.0, 0.1, 1.0) gd2 (0.1, 0.1, 1.0) go1 (33.4, 2.7, -29.2) go2 (-28.7, 3.9, -27.9)
trial 9 t198.0812 lA True rA True pd1 2.904968 pd2 3.250717 eo1 1 eo2 1 pp1 (0.5, 0.5) pp2 (0.4, 0.4) gd1 (0.0, 0.1, 1.0) gd2 (0.1, 0.1, 1.0) go1 (33.4, 2.5, -29.2) go2 (-28.8, 3.9, -27.9)
trial 9 t198.103 lA True rA True pd1 2.825317 pd2 3.277298 eo1 1 eo2 1 pp1 (0.5, 0.5) pp2 (0.4, 0.4) gd1 (0.0, 0.1, 1.0) gd2 (0.1, 0.1, 1.0) go1 (33.3, 2.6, -29.6) go2 (-28.8, 3.9, -27.9)
trial 9 t198.1251 lA True rA True pd1 2.833984 pd2 3.245773 eo1 1 eo2 1 pp1 (0.5, 0.5) pp2 (0.4, 0.4) gd1 (0.0, 0.1, 1.0) gd2 (0.1, 0.1, 1.0) go1 (33.3, 2.4, -29.3) go2 (-28.8, 3.5, -27.0)
trial 9 t198.1473 lA True rA True pd1 2.798218 pd2 3.347672 eo1 1 eo2 1 pp1 (0.5, 0.5) pp2 (0.4, 0.4) gd1 (0.0, 0.1, 1.0) gd2 (0.1, 0.1, 1.0) go1 (33.4, 2.4, -29.3) go2 (-28.8, 3.4, -27.0)
trial 9 t198.1698 lA True rA True pd1 2.883408 pd2 3.306808 eo1 1 eo2 1 pp1 (0.5, 0.5) pp2 (0.4, 0.4) gd1 (-0.1, 0.1, 1.0) gd2 (0.1, 0.2, 1.0) go1 (33.4, 2.6, -29.2) go2 (-28.8, 3.5, -27.0)
trial 9 t198.1924 lA True rA True pd1 3.007172 pd2 3.4496 eo1 1 eo2 1 pp1 (0.5, 0.5) pp2 (0.4, 0.4) gd1 (0.0, 0.1, 1.0) gd2 (0.1, 0.2, 1.0) go1 (33.5, 2.7, -29.2) go2 (-28.7, 3.6, -27.1)
trial 9 t198.2144 lA True rA True pd1 2.869568 pd2 3.455383 eo1 1 eo2 1 pp1 (0.5, 0.5) pp2 (0.4, 0.4) gd1 (0.0, 0.1, 1.0) gd2 (0.1, 0.2, 1.0) go1 (33.5, 2.7, -29.2) go2 (-28.7, 3.6, -27.0)
trial 9 t198.2474 lA True rA True pd1 2.853638 pd2 3.454651 eo1 1 eo2 1 pp1 (0.5, 0.5) pp2 (0.4, 0.4) gd1 (0.0, 0.1, 1.0) gd2 (0.1, 0.2, 1.0) go1 (33.5, 2.9, -29.7) go2 (-28.7, 3.6, -27.0)
trial 9 t198.2698 lA True rA True pd1 2.81926 pd2 3.460205 eo1 1 eo2 1 pp1 (0.5, 0.5) pp2 (0.4, 0.4) gd1 (0.0, 0.1, 1.0) gd2 (0.1, 0.2, 1.0) go1 (33.5, 2.9, -29.7) go2 (-28.7, 3.6, -27.1)
trial 9 t198.2916 lA True rA True pd1 2.767334 pd2 3.459381 eo1 1 eo2 1 pp1 (0.5, 0.5) pp2 (0.4, 0.4) gd1 (0.0, 0.1, 1.0) gd2 (0.1, 0.2, 1.0) go1 (33.5, 2.8, -29.7) go2 (-28.7, 3.6, -27.1)
trial 9 t198.3141 lA True rA True pd1 2.668427 pd2 3.47464 eo1 1 eo2 1 pp1 (0.5, 0.5) pp2 (0.4, 0.4) gd1 (0.0, 0.1, 1.0) gd2 (0.1, 0.2, 1.0) go1 (33.5, 2.8, -29.7) go2 (-28.7, 3.6, -27.1)
trial 9 t198.3359 lA True rA True pd1 3.033112 pd2 3.403854 eo1 0.5565973 eo2 0.615851 pp1 (0.5, 0.5) pp2 (0.4, 0.4) gd1 (-0.1, 0.1, 1.0) gd2 (0.1, 0.2, 1.0) go1 (33.5, 3.2, -30.6) go2 (-28.6, 4.0, -27.9)
trial 9 t198.3584 lA True rA True pd1 4.18219 pd2 2.555786 eo1 0 eo2 0 pp1 (0.5, 0.5) pp2 (0.4, 0.4) gd1 (-0.3, -0.1, 1.0) gd2 (0.0, 0.0, 1.0) go1 (33.3, 5.4, -41.9) go2 (-28.6, 4.4, -28.7)
trial 9 t198.3804 lA False rA True pd1 -1 pd2 3.0009 eo1 0 eo2 0 pp1 (-1.0, -1.0) pp2 (0.5, 0.5) gd1 (0.0, 0.0, 0.0) gd2 (-0.1, -0.4, 0.9) go1 (0.0, 0.0, 0.0) go2 (-29.1, 1.7, -22.5)
trial 9 t198.4025 lA False rA False pd1 -1 pd2 -1 eo1 0 eo2 0 pp1 (-1.0, -1.0) pp2 (-1.0, -1.0) gd1 (0.0, 0.0, 0.0) gd2 (0.0, 0.0, 0.0) go1 (0.0, 0.0, 0.0) go2 (0.0, 0.0, 0.0)
trial 9 t198.4247 lA False rA False pd1 -1 pd2 -1 eo1 0 eo2 0 pp1 (-1.0, -1.0) pp2 (-1.0, -1.0) gd1 (0.0, 0.0, 0.0) gd2 (0.0, 0.0, 0.0) go1 (0.0, 0.0, 0.0) go2 (0.0, 0.0, 0.0)
trial 9 t198.447 lA False rA False pd1 -1 pd2 -1 eo1 0 eo2 0 pp1 (-1.0, -1.0) pp2 (-1.0, -1.0) gd1 (0.0, 0.0, 0.0) gd2 (0.0, 0.0, 0.0) go1 (0.0, 0.0, 0.0) go2 (0.0, 0.0, 0.0)
trial 9 t198.4691 lA False rA False pd1 -1 pd2 -1 eo1 0 eo2 0.148676 pp1 (-1.0, -1.0) pp2 (-1.0, -1.0) gd1 (0.0, 0.0, 0.0) gd2 (0.0, 0.0, 0.0) go1 (0.0, 0.0, 0.0) go2 (0.0, 0.0, 0.0)
trial 9 t198.4916 lA False rA False pd1 -1 pd2 -1 eo1 0.5863528 eo2 0.5668712 pp1 (-1.0, -1.0) pp2 (-1.0, -1.0) gd1 (0.0, 0.0, 0.0) gd2 (0.0, 0.0, 0.0) go1 (0.0, 0.0, 0.0) go2 (0.0, 0.0, 0.0)
trial 9 t198.5144 lA True rA True pd1 2.095627 pd2 3.275864 eo1 0.7847577 eo2 0.6962632 pp1 (0.5, 0.5) pp2 (0.4, 0.4) gd1 (-0.2, 0.0, 1.0) gd2 (0.0, 0.1, 1.0) go1 (32.8, 3.5, -30.8) go2 (-29.3, 4.6, -28.7)
trial 9 t198.5363 lA True rA True pd1 2.720505 pd2 3.357559 eo1 0.9311911 eo2 0.8230709 pp1 (0.5, 0.5) pp2 (0.5, 0.4) gd1 (-0.2, 0.0, 1.0) gd2 (0.0, 0.1, 1.0) go1 (32.8, 3.2, -30.1) go2 (-29.3, 4.5, -29.1)
trial 9 t198.5586 lA True rA True pd1 2.678284 pd2 3.496475 eo1 0.9938393 eo2 0.9135249 pp1 (0.5, 0.5) pp2 (0.5, 0.4) gd1 (-0.2, 0.0, 1.0) gd2 (0.0, 0.1, 1.0) go1 (32.8, 3.2, -30.4) go2 (-29.4, 4.4, -29.1)
trial 9 t198.5809 lA True rA True pd1 3.014801 pd2 3.353226 eo1 1 eo2 0.9897857 pp1 (0.5, 0.5) pp2 (0.5, 0.4) gd1 (-0.2, 0.1, 1.0) gd2 (0.0, 0.1, 1.0) go1 (32.8, 3.1, -30.4) go2 (-29.3, 4.1, -28.4)
trial 9 t198.614 lA True rA True pd1 2.967148 pd2 3.251694 eo1 1 eo2 0.9989958 pp1 (0.5, 0.5) pp2 (0.5, 0.4) gd1 (-0.1, 0.1, 1.0) gd2 (0.0, 0.1, 1.0) go1 (32.8, 2.9, -30.1) go2 (-29.4, 3.9, -27.7)
trial 9 t198.6363 lA True rA True pd1 3.09111 pd2 3.17247 eo1 1 eo2 1 pp1 (0.5, 0.5) pp2 (0.5, 0.4) gd1 (-0.2, 0.1, 1.0) gd2 (0.0, 0.1, 1.0) go1 (32.8, 3.2, -30.1) go2 (-29.4, 4.1, -27.6)
trial 9 t198.6585 lA True rA True pd1 3.101212 pd2 3.142319 eo1 1 eo2 1 pp1 (0.5, 0.5) pp2 (0.5, 0.4) gd1 (-0.2, 0.1, 1.0) gd2 (0.0, 0.1, 1.0) go1 (32.8, 3.1, -30.0) go2 (-29.4, 4.0, -27.5)
trial 9 t198.6804 lA True rA True pd1 3.163177 pd2 3.043579 eo1 1 eo2 1 pp1 (0.5, 0.5) pp2 (0.5, 0.4) gd1 (-0.2, 0.0, 1.0) gd2 (0.0, 0.1, 1.0) go1 (32.7, 2.7, -30.0) go2 (-29.4, 3.5, -27.3)
trial 9 t198.7027 lA True rA True pd1 3.169434 pd2 3.133163 eo1 1 eo2 1 pp1 (0.5, 0.5) pp2 (0.5, 0.4) gd1 (-0.2, 0.1, 1.0) gd2 (-0.1, 0.1, 1.0) go1 (32.7, 2.5, -29.6) go2 (-29.4, 3.3, -27.2)
trial 9 t198.7247 lA True rA True pd1 3.1492 pd2 3.133606 eo1 1 eo2 1 pp1 (0.5, 0.5) pp2 (0.5, 0.4) gd1 (-0.2, 0.1, 1.0) gd2 (0.0, 0.1, 1.0) go1 (32.7, 2.2, -29.4) go2 (-29.5, 3.3, -27.5)
trial 9 t198.7471 lA True rA True pd1 3.229797 pd2 3.284515 eo1 1 eo2 1 pp1 (0.5, 0.5) pp2 (0.5, 0.4) gd1 (-0.2, 0.1, 1.0) gd2 (-0.1, 0.1, 1.0) go1 (32.7, 2.3, -29.5) go2 (-29.5, 3.3, -27.3)
trial 9 t198.769 lA True rA True pd1 3.398148 pd2 3.338852 eo1 1 eo2 1 pp1 (0.5, 0.5) pp2 (0.5, 0.4) gd1 (-0.2, 0.1, 1.0) gd2 (0.0, 0.1, 1.0) go1 (32.7, 2.6, -29.6) go2 (-29.5, 3.7, -27.7)
trial 9 t198.7913 lA True rA True pd1 3.26236 pd2 2.976349 eo1 1 eo2 1 pp1 (0.5, 0.5) pp2 (0.5, 0.4) gd1 (-0.2, 0.1, 1.0) gd2 (0.0, 0.1, 1.0) go1 (32.7, 2.5, -29.5) go2 (-29.5, 3.6, -27.5)
trial 9 t198.8133 lA True rA True pd1 3.261749 pd2 3.112961 eo1 1 eo2 1 pp1 (0.5, 0.5) pp2 (0.5, 0.4) gd1 (-0.2, 0.1, 1.0) gd2 (0.0, 0.1, 1.0) go1 (32.7, 2.5, -29.5) go2 (-29.5, 3.6, -27.5)
trial 9 t198.8355 lA True rA True pd1 3.281631 pd2 3.361618 eo1 1 eo2 1 pp1 (0.5, 0.5) pp2 (0.5, 0.4) gd1 (-0.2, 0.1, 1.0) gd2 (0.0, 0.1, 1.0) go1 (32.7, 2.5, -29.5) go2 (-29.5, 3.6, -27.6)
trial 9 t198.8574 lA True rA True pd1 3.281525 pd2 3.363998 eo1 1 eo2 1 pp1 (0.5, 0.5) pp2 (0.5, 0.4) gd1 (-0.2, 0.1, 1.0) gd2 (0.0, 0.1, 1.0) go1 (32.7, 2.5, -29.5) go2 (-29.5, 3.6, -27.5)
trial 9 t198.8802 lA True rA True pd1 3.355057 pd2 3.36441 eo1 1 eo2 1 pp1 (0.5, 0.5) pp2 (0.5, 0.4) gd1 (-0.2, 0.1, 1.0) gd2 (0.0, 0.1, 1.0) go1 (32.6, 2.6, -30.0) go2 (-29.5, 3.6, -27.5)
trial 9 t198.9023 lA True rA True pd1 3.362015 pd2 3.012863 eo1 1 eo2 1 pp1 (0.5, 0.5) pp2 (0.5, 0.4) gd1 (-0.2, 0.1, 1.0) gd2 (0.0, 0.1, 1.0) go1 (32.6, 2.7, -30.0) go2 (-29.5, 3.7, -27.4)
trial 9 t198.9248 lA True rA True pd1 3.444702 pd2 3.179062 eo1 1 eo2 1 pp1 (0.5, 0.5) pp2 (0.5, 0.4) gd1 (-0.2, 0.1, 1.0) gd2 (-0.1, 0.1, 1.0) go1 (32.6, 2.6, -29.7) go2 (-29.6, 3.8, -27.6)
trial 9 t198.9472 lA True rA True pd1 3.459351 pd2 2.774139 eo1 1 eo2 1 pp1 (0.5, 0.5) pp2 (0.5, 0.4) gd1 (-0.1, 0.1, 1.0) gd2 (-0.1, 0.0, 1.0) go1 (32.7, 2.8, -29.7) go2 (-29.5, 3.8, -27.5)
trial 9 t198.9815 lA True rA True pd1 2.953506 pd2 3.741287 eo1 1 eo2 1 pp1 (0.5, 0.5) pp2 (0.4, 0.4) gd1 (-0.1, 0.1, 1.0) gd2 (0.0, 0.2, 1.0) go1 (33.0, 3.0, -30.1) go2 (-29.0, 4.0, -27.5)
trial 9 t199.0032 lA True rA True pd1 3.00441 pd2 3.882874 eo1 1 eo2 1 pp1 (0.5, 0.5) pp2 (0.4, 0.4) gd1 (-0.1, 0.1, 1.0) gd2 (0.0, 0.2, 1.0) go1 (33.0, 2.9, -29.8) go2 (-29.0, 3.7, -27.0)
trial 9 t199.0254 lA True rA True pd1 3.037125 pd2 3.861969 eo1 1 eo2 1 pp1 (0.5, 0.5) pp2 (0.4, 0.4) gd1 (-0.1, 0.1, 1.0) gd2 (0.0, 0.2, 1.0) go1 (33.0, 2.9, -29.8) go2 (-29.0, 3.7, -26.9)
